mRNA/gene pair,Ensembl IDs,Caov3,COV362,TYK-nu,OVCAR-4,SNU-119,FU-OV-1,IGROV-1,HEY A8,JHOS-2,NIHOVCAR3,OV56 ,OVSAHO,RMUG-S,OV-90,A2780,KURAMOCHI,OVCAR-8
NUDT21,ENSG00000108523,3204.23,1647.75,5141.21,2584.21,2731.61,5161.46,4937.31,2725.9,2357.64,4181.37,1252.73,1908.1,4227.99,3247.32,2513.05,1804.81,2526.11
CRK,ENSG00000137411,2094.68,1087.5,2007.99,801.038,1626.24,1903.81,830.178,5672.55,3308.36,1180.39,1125.41,371.48,1725.53,2798.5,3954.45,663.887,8595.5
ABI2,ENSG00000177045,484.11,278.477,485.762,49.3818,173.755,386.414,861.759,859.716,304.816,318.515,344.775,768.746,43.1141,244.726,1500.69,202.926,651.61
ABI1,ENSG00000100625,2699.76,982.885,1402.12,796.617,1909.27,979.74,1275.57,2087.77,1544.79,1702.9,1074.63,681.231,2060.18,1807.65,4107.1,1552.59,1443.76
NAPG,ENSG00000105220,5705.09,1781.48,2437.02,2082.27,2412.12,2932,1585.21,4542.57,2062.14,1635.31,1220.15,1059.18,2984.43,6629.71,3103.26,2345.24,8598.51
C12orf57,ENSG00000126249,733.417,131.437,316.221,159.737,1253.86,335.569,262.267,1695.06,740.368,441.463,117.953,28.0992,543.128,436.912,163.448,38.3946,699.513
NT5DC2,ENSG00000150712,610.804,410.232,556.786,300.884,2249.98,2368.57,1790.44,415.203,1540.88,441.834,390.43,212.304,1056.73,193.217,407.885,1332.07,240.862
ZNF207,ENSG00000136875,2323.9,1369.65,1902.82,2156.45,1375.25,2036.7,1905.78,2147.82,1288.44,1450.03,950.848,1652.77,1972.84,1435.05,2817.24,1346.26,1349.96
ZW10,ENSG00000153140,2937.57,1472.82,4762.88,1611.93,2286.83,1045.58,2492.7,2699.76,1852.06,1213.6,1481.01,1352.11,2342.52,2057.25,2538.02,1877.96,872.757
NOP16,ENSG00000147400,1313.23,1221.94,2554.48,2190.13,2556.77,2006.24,2914.66,2029.53,369.479,668.547,523.183,1786.25,397.608,1052.5,1829.08,1126.68,1457.27
RNF167,ENSG00000138785,631.554,36.7313,146.39,199.058,606.17,81.1674,1007.43,209.871,392.759,586.976,92.024,153.226,74.6561,612.305,442.91,212.87,149.832
VARS2,ENSG00000145192,855.197,826.882,1310.85,666.779,2194.09,459.33,3804.23,378.63,279.511,306.704,476.724,590.017,1274,933.844,469.805,560.57,109.369
SIX5,ENSG00000160688,279.684,88.9547,420.764,312.729,321.71,343.088,660.264,229.418,96.6143,56.4592,108.172,222.899,257.926,376.702,725.966,347.252,54.6277
SIX4,ENSG00000101452,200.853,43.08,153.255,86.413,560.327,1242.74,599.389,4293.98,1134.77,1388.17,522.638,196.499,122.213,121.996,927.513,50.6009,1131.67
GPI,ENSG00000152642,17780,7180.13,11726.7,7094.1,5751,6686.79,5665.05,3283.64,4159.37,2612.54,2677.79,1101,6250.73,7543.34,6254.02,2422.75,2173.9
PDCD2L,ENSG00000134987,507.219,281.233,163.554,327.06,610.068,945.806,159.668,1540.91,552.947,1071.05,380.446,439.136,968.775,2412.02,797.282,285.861,705.936
MTMR12,ENSG00000123472,707.799,156.106,243.598,205.837,896.702,105.501,302.665,418.444,161.989,103.095,299.337,118.62,199.983,251.826,768.869,353.585,167.171
PRPF4,ENSG00000117528,3928.17,4907.88,3668.08,1435.39,4218.59,5940.22,6076.72,4252.92,1902.08,3686.52,1468.3,2695.7,1400.06,1422.68,3375.09,2950.55,3698.93
CETN3,ENSG00000143748,517.859,403.126,676.434,81.1707,513.22,427.255,495.304,955.074,206.262,243.264,188.251,60.5076,434.28,158.001,473.969,310.096,1575.27
CETN2,ENSG00000175592,1130.9,880.37,947.694,477.365,761.204,2013.06,3261.74,3097.66,990.48,1316.56,372.665,500.21,731.672,655.211,1772.7,539.935,1448.13
INTS12,ENSG00000162458,1296.54,785.16,930.613,553.681,1383.29,697.33,1912.35,788.034,618.502,1814.9,616.148,1869.22,1297.03,1487.37,3542.91,3037.46,1199.73
AHSG,ENSG00000108469,3462.4,2327.85,7046.64,2739.66,1821.43,3798.95,4367.29,3547.56,3053.43,5573.18,853.988,1165.98,2961.08,6761.65,10145.8,1893.56,6001.83
FLAD1,ENSG00000159840,1378.96,629.287,1296.96,910.843,1513.13,1099.81,406.04,815.196,1178.84,2089.68,574.669,878.364,1594.15,1043.13,1755.11,1015.82,547.256
DHX35,ENSG00000100823,298.635,436.947,334.268,534.395,1839.25,262.476,309.213,1094.78,445.455,537.235,215.82,227.888,442.53,584.161,576.731,678.879,188.768
GPD1L,ENSG00000169738,1023.27,803.951,1510.72,544.116,922.105,1057.85,1005.46,1193.67,935.274,306.383,388.289,276.675,318.042,230.019,979.64,888.604,650.239
WDR36,ENSG00000168818,1988.08,2318.97,3144.95,1891.26,2518.84,1463.35,3967.13,3022.86,1108.05,2202.35,1582.74,1114.43,1084.79,2461.02,1983.38,1357.79,548.59
ATPAF1,ENSG00000166426,2871.82,1103.91,383.978,708.193,779.739,1218.93,1072.8,781.597,757.15,1080.05,383.749,3265.28,608.24,1010.38,690.01,826.822,554.793
ABCD3,ENSG00000143320,4343.34,2550.3,3514.97,6052.34,3786.25,1839.36,5013.23,1099.09,2702.34,2792.57,2835.9,1603.96,5530.03,5189.93,2642.43,3667.69,1481.85
NVL,ENSG00000163162,4217.69,1583.39,2084.84,1386.04,1938.47,876.767,2378.88,1987.02,911.891,2233.31,1306.23,1936.27,3436.42,2291.13,4715.66,5268.02,1886.36
FOSL1,ENSG00000113845,241.008,553.749,3496.3,36.922,69.3223,59.7383,107.822,4950.34,1235.98,2029.4,480.513,82.0784,202.131,596.898,33.1544,43.3183,1424.63
FBLIM1,ENSG00000105669,735.981,640.145,2119.27,697.409,3464.62,258.896,253.418,2474.15,467.659,1545.21,392.797,201.699,361.518,3268.65,890.231,1272.64,769.807
RECQL5,ENSG00000154114,1284.41,499.72,1092.65,532.916,1370.96,3140.93,686.862,819.583,812.061,1846.58,710.203,813.214,1082.42,1023.84,970.656,855.032,661.096
ZYX,ENSG00000095261,5646.9,6085.57,21055.8,5238.13,2400.42,2777.43,2714.73,7118.39,5180,1332.36,1512.35,799.393,1996.97,6186.81,6281.4,2861.04,9442.68
APEX1,ENSG00000092929,6277.01,1888.85,4093.08,1590.39,3489.04,1649.82,4138.04,3657.69,1514.88,2358.99,1596.13,653.72,2050.18,2428.72,3647.66,1581.56,3307.89
DCXR,ENSG00000125818,2530.78,1032.54,1090.9,1731.31,1792.81,1198.68,971.52,416.349,1411.97,981.213,390.429,995.993,4249.42,1759.44,472.603,1765.92,673.083
STX18,ENSG00000120992,1997.52,148.106,373.464,803.08,928.793,343.156,737.276,1150.62,1151.02,569.104,663.155,311.374,1365.98,804.215,2331.16,909.624,299.513
CRABP1,ENSG00000089006,725.681,170.681,151.902,75.82,195.321,682.903,45.8956,31.3326,8.51379,25.232,53.7002,352.481,13.9477,116.591,13427.6,1032.57,207.701
CRABP2,ENSG00000129515,428.886,707.768,949.206,356.533,2343.59,251.699,355.22,68.314,187.329,1458.83,28.7688,153.274,39.371,39.4804,6012.1,923.548,422.325
RNF149,ENSG00000066855,1295.73,566.916,713.177,652.528,166.558,1169.97,1239.67,188.765,322.356,322.925,417.242,167.38,529.56,707.797,1600.83,135.269,333.808
TIMMDC1,ENSG00000112282,1331.35,1851.34,1537.99,847.433,2104.28,1167.97,803.248,1180.35,627.769,1933.82,314.562,211.253,697.357,879.331,1546.23,1430.09,937.113
COPE,ENSG00000173540,2087.63,1332.43,2505.25,963.387,1341.29,1513.38,902.093,4683.76,3482.71,1908.14,1247.52,603.825,3191.04,2570.38,1284.65,480.195,2971.94
TBCEL,ENSG00000107672,162.766,234.795,397.786,18.9163,184.645,204.207,550.142,2293.05,1017.91,235.822,283.656,94.8452,993.843,806.227,1743.9,191.104,383.431
PSMD5,ENSG00000110756,5568.12,2920.36,4787.54,1162.91,761.253,546.184,2074.81,3989.09,1785.29,908.106,1353.21,164.926,1783.68,2065.06,3068.77,705.305,3286.77
UNC13D,ENSG00000170632,235.843,226.934,301.231,139.264,435.485,122.251,82.8167,568.461,399.73,301.036,122.481,77.9645,336.446,9.78235,118.467,183.467,230.024
PSMF1,ENSG00000169371,916.71,384.184,602.322,273.672,132.966,624.903,668.029,1325.98,527.773,117.887,463.628,181.685,473.611,922.91,994.488,99.8896,1823.43
LYPLA1,ENSG00000181019,486.209,607.386,692.504,1236.86,902.738,350.87,913.659,3320.66,248.631,374.197,633.282,175.85,1615.74,1496.06,1756.24,795.551,1984.22
SNX5,ENSG00000102401,3474.7,1591.45,2304.04,966.146,1703.96,1069.11,609.589,1837.39,322.355,347.031,1245.56,239.707,1392.62,1458.96,2279.45,437.497,1108.37
SNX6,ENSG00000116754,4448.56,1975.62,4240.63,1636.32,3094.78,1493.23,2121.8,3828.7,1842.47,716.831,1707.5,444.234,3075.35,2324.52,6057.59,1557.22,6983.59
MTFR1,ENSG00000099817,511.671,316.701,268,43.9763,186.929,195.852,272.118,2168.97,608.839,3154.98,576.948,194.446,404.262,841.72,246.117,427.82,841.981
MED23,ENSG00000149100,1242.63,1119.92,1933.14,1512,2072.18,692.103,1216.46,1122.55,2458.9,2902.2,1087.7,682.654,439.672,1484.16,925.516,1384.5,168.533
GMPPB,ENSG00000104866,1838.29,975.587,955.75,339.15,1123.38,1634.71,694.037,886.01,516.288,95.3838,898.998,196.922,443.164,441.652,1152.85,541.928,396.565
NSMCE4A,ENSG00000155636,738.649,112.173,473.36,973.749,712.186,1268.88,1216.14,1188.82,521.437,1035.95,661.264,370.575,594.779,705.79,1642.93,1099.06,872.326
HPS5,ENSG00000109133,206.309,244.026,75.6791,148.64,63.2932,14.8125,318.412,1025.3,187.133,195.847,403.795,24.9738,234.464,833.641,140.754,78.5396,34.9689
ARMC10,ENSG00000135631,1658.18,1304.11,2105.9,1618.22,1058.81,428.392,1421.24,1248.19,590.369,674.601,843.655,872.793,510.305,932.416,1085.05,961.445,235.38
SNUPN,ENSG00000163125,121.941,168.377,961.835,293.062,462.808,45.6095,741.232,379.598,50.5755,20.4894,314.771,70.8732,85.7346,379.28,1060.52,180.037,1001.76
MRPL14,ENSG00000095059,839.328,1446.22,764.706,1060.17,379.731,339.494,661.33,637.855,414.331,1090.66,301.753,1248.19,688.309,518.334,834.906,813.904,867.445
NQO1,ENSG00000147889,8176.83,3645.78,3731.66,630.795,1386.66,333.248,417.744,1034,673.229,118.065,1264.53,119.54,3978.01,3566.58,1650.1,189.547,1281.41
ARMCX3,ENSG00000172340,3595.05,2122.53,6351.29,1309.84,1256.02,922.597,148.793,1677.02,2141.99,783.938,898.588,603.133,1620.36,328.959,1294.63,480.091,666.371
SRSF11,ENSG00000137100,3695.59,2610.87,2151.07,3016.73,1681.62,2949.78,4458.74,1632.1,1305.94,2186.15,678.316,974.846,2678.49,2813.95,4253.75,3918.22,1675.17
POLR2E,ENSG00000125877,1373.92,1972.54,1558.86,1272.79,2009.29,2902.33,1314.77,544.833,966.587,1907,851.777,704.41,1070.25,1640.69,1404.52,1607.54,965.734
EIF3M,ENSG00000158636,1862.13,2309.72,3811.25,865.081,966.639,1261.82,1678.51,1793.46,1295.9,1293.29,1233.57,264.081,1572.96,1762.43,850.706,1023.36,1447.86
PPP1R37,ENSG00000063854,406.758,58.531,220.99,182.149,376.848,540.03,252.886,293.708,244.271,127.076,352.92,20.2872,983.329,399.242,93.4342,167.677,51.5012
RBM45,ENSG00000049541,865.988,789.641,641.403,192.048,776.52,1104.78,1605.18,1284.27,805.495,1477.79,215.651,915.835,1221.21,1439.63,813.449,723.132,406.979
TMEM33,ENSG00000153767,731.457,1705.2,1417.31,1877.33,2011.77,693.663,1504.65,355.851,801.069,1280.86,1061.1,829.881,1108.07,585.778,1178.64,859.889,590.315
RAB11FIP5,ENSG00000158109,1541.73,565.044,2936.49,917.513,1140.88,2463.32,3931.15,3171.52,1945.37,1392.31,2402.39,1537.01,1024.57,638.26,794.4,2762.41,1789.66
RPRD2,ENSG00000167925,2669.43,1819.9,2510.39,1856.23,3811.11,3069.52,3739.6,2360.44,2878.39,8261.62,2015.75,2811.07,2935.07,2865.88,5076.73,3289.61,2042.42
DHPS,ENSG00000162408,3284.04,1795.05,1505.4,1265.96,774.504,525.076,128.069,1622.87,834.732,458.941,472.975,396.199,563.596,565.552,2060.5,174.736,1479.97
CDKN2A,ENSG00000139083,1146.31,1165.44,76.944,230.894,537.07,2409.86,395.099,96.5664,129.947,561.58,49.2733,251.001,126.764,260.511,203.194,111.766,5271.18
SUCLG2,ENSG00000081177,7760.9,8657.49,7145.62,4947.91,3721.14,6089.56,4507.28,9484.31,2817.6,5628.71,2290.03,3678.14,3966.18,6507.63,4368.02,6349.7,2608.83
DCTN3,ENSG00000164951,2237.1,1929.72,2370.54,1258.86,1462.2,2031.2,667.911,2199.74,3148.4,1314.25,320.602,96.7079,1280.44,1335.39,1440.14,295.763,2530.09
ITPA,ENSG00000163159,1892.1,1549.4,1734.28,1153.5,291.631,656.008,878.689,3058.62,850.023,275.268,281.823,517.105,785.339,996.319,1319.7,364.071,6006.28
EMSY,ENSG00000109016,1590.49,722.12,580.34,738.964,1618.27,2584.25,2287.44,1787.22,2357.17,7875.99,1601.42,1493.39,1914.65,941.9,2070.81,3283.85,3507.4
HAGH,ENSG00000102393,803.956,853.321,761.132,789.487,799.259,3122.82,1123.61,1482.97,1218.8,1282.34,519.264,906.978,796.992,1415.02,3060.34,1901.32,2395.26
RFC2,ENSG00000170310,2439.55,2505.91,1979.49,709.887,3166.23,1578.97,1933.27,1756.37,948.268,1255.62,959.889,666.038,1427.67,999.718,2677.35,2165.87,1760.59
GTF2E1,ENSG00000155393,457.161,427.67,1944.84,1097.66,1169.74,861.959,3273.98,2808.47,642.439,1398.47,1707.18,392.82,531.15,569.3,2410.09,1665.51,2222.27
TPRG1L,ENSG00000152422,359.58,634.099,388.446,78.5706,377.318,395.225,38.0509,374.127,105.976,130.69,125.108,68.3792,393.504,370.129,264.859,464.949,134.052
GHDC,ENSG00000165704,331.873,420.344,948.531,705.607,593.439,423.882,290.537,264.98,1043.79,620.836,513.171,438.069,250.552,250.146,374.463,521.816,320.97
NOL9,ENSG00000183044,1357.4,753.155,1548.29,1224.95,1794,792.512,681.999,3160.21,838.489,2217.87,547.187,3555.88,914.319,1320.81,886.82,1635.97,507.649
ETV6,ENSG00000122033,179.749,354.223,223.05,292.434,463.295,1440.38,550.616,824.725,349.894,397.049,125.234,390.348,617.732,160.917,482.593,573.106,207.331
EXD2,ENSG00000172270,618.68,263.518,905.354,949.637,1865.05,1032.63,1586.42,916.486,1005.35,1752.21,784.016,2382.17,1397.61,2095.15,902.103,862.698,755.405
PDP1,ENSG00000075420,1955.69,1268.53,3464.07,935.759,1487.57,799.581,1687.02,2629.53,1618.6,1902.48,2182.89,759.771,1009.35,1964.9,401.075,1824.26,1777.92
VPS72,ENSG00000111615,499.932,388.133,483.162,404.286,608.026,746.225,594.572,295.077,292.195,356.227,183.21,384.662,385.699,173.908,933.298,470.045,532.188
DHRS7B,ENSG00000149357,502.091,450.497,819.097,457.345,1040.33,624.788,1080.07,354.448,295.443,891.953,538.521,349.916,969.119,1466.39,210.764,614.826,207.817
GLA,ENSG00000101546,2545.59,1029.5,1261.69,1142.81,2261.83,1213.01,5910.84,390.923,504.845,2677.73,849.935,833.894,2965.13,1401.49,1642.11,3191.69,1562.47
STX8,ENSG00000105202,1001.32,763.336,871.737,309.526,895.171,611.208,1335.95,1552.43,720.68,582.095,345.987,54.6354,1161.72,579.627,1325.88,946.704,569.615
HEATR3,ENSG00000111445,396.472,1197.9,1786.53,2308.08,871.55,528.146,1820.47,1218.83,1514.79,1512.14,518.075,128.641,1602.24,1330.35,1133.57,943.561,693.495
XRCC4,ENSG00000064601,401.018,640.672,1954.52,568.961,825.45,335.079,2330.47,2415.21,1016.82,1371.51,1209.48,613.295,747.631,2167.47,823.485,320.234,2329.95
HPRT1,ENSG00000038532,4212.88,1560.65,6683.37,1123.5,916.566,874.635,435.316,4395.9,3126.61,863.701,478.945,68.6919,873.46,1897.27,1734.68,240.854,2615.59
ABAT,ENSG00000160299,1252.81,764.079,751.581,258.962,400.421,888.862,940.39,277.915,834.333,459.783,58.6036,4671.64,3284.42,308.663,343.143,1163.49,330.892
MTIF3,ENSG00000168924,502.607,296.974,1531.9,1447.93,772.194,548.326,976.054,822.141,745.563,404.07,542.479,158.943,250.067,458.345,1611.35,2054.97,711.695
BSG,ENSG00000025800,3522.58,1622.14,3937.25,2467.18,2584.48,2416.1,2596.77,2528.93,1376.32,2178.16,2924.55,1803.98,2021.09,1839.97,1417.17,2830.3,3821.97
FNDC3B,ENSG00000114030,2087.37,657.298,1784.26,959.293,2824.14,1197.99,3214.23,1618.84,2094.92,1439.71,2399.57,967.526,2156.43,2352.85,969.987,2549.64,777.305
KRR1,ENSG00000100664,2087.74,1824.77,5223.27,3000.59,5259.36,1447.49,3030.47,2865.44,439.077,385.295,416.407,2613.96,739.328,1448.16,1809.04,1533.93,619.904
LAMTOR1,ENSG00000106771,1239.18,851.171,1165.37,1861.27,852.476,427.485,330.928,631.94,728.935,2470.52,380.86,196.474,623.897,1001.84,802.671,794.942,777.741
RBFA,ENSG00000144306,117.065,198.77,435.004,73.3844,89.4179,63.8639,110.601,156.124,124.027,136.328,148.914,301.307,332.684,207.856,413.603,126.242,49.2296
FBL,ENSG00000171314,5359.71,5200.83,8973.5,4584.24,7498.88,5548.76,7882.58,3397.83,1672.45,3516.35,2477.86,3826.82,2182.96,3416.94,4735.62,5887.31,2415
RFC5,ENSG00000136770,3441.01,2924.46,3125.51,1179.37,1715.36,1160.42,1847.4,1504.95,1317.53,1466.05,1051.28,288.224,1688.11,1131.13,1457.45,2129.5,914.249
CTSA,ENSG00000162852,2590.59,1902.35,1641.93,1463.12,1008.91,3482.32,4520.97,925.619,1000.3,1426.5,697.291,1141.11,750.358,1582.74,1417.39,1257.99,1777.21
CLEC16A,ENSG00000125656,752.845,1088.28,867.823,399.798,1585.83,227.188,225.751,717.155,883.131,582.561,212.212,175.645,493.212,417.914,307.47,1195.36,500.33
PCNT,ENSG00000127483,2041.36,752.482,1722.19,1342.14,4774.48,1371.68,1363.9,3286.28,1487.52,2390.98,2171.57,1331.51,1732.93,4815.39,4849.7,9631.62,2643.83
LETM1,ENSG00000129474,6524.81,4987.87,6098.02,3582.06,4748.27,8266.96,7184.27,2580.94,2345.19,2578.36,3537.23,3099.97,4393.53,5942.91,3161.65,3276.71,2203.41
KPNA6,ENSG00000141510,1989.97,1752.58,3342.45,928.527,1343.57,369.726,1966.17,844.799,822.899,580.495,660.579,90.2497,663.102,773.88,2640.5,1468.87,1068.22
KPNA1,ENSG00000077463,1571.79,2159.52,3599.05,1213.1,2332.1,1807.36,765.067,1818.54,1367.61,1740.81,1369.7,848.621,968.222,1268.95,2278.36,1039.59,2461.86
EIF5,ENSG00000168140,4427.92,2905.63,4676.49,2451.84,3621.22,5630.65,2453.18,2623.57,4695.23,2235.18,3292.61,664.084,4706.59,4457.34,6162.84,732.423,4953.12
TMEM245,ENSG00000155755,359.703,724.92,852.384,685.79,2181.13,2088.99,780.492,2347.28,1341.69,1327.24,1045.74,324.66,1116.32,1888.97,256.867,1453.01,318.48
SCRN3,ENSG00000068912,508.489,706.333,496.318,94.6311,43.8286,98.0067,156.063,1995.51,725.937,260.245,431.671,239.03,637.465,533.732,248.852,69.4606,838.402
PGAM1,ENSG00000169398,9468.08,6826.4,8054.35,2829.91,1579.59,2067.93,2933.82,6600.92,4913.58,1674.84,3740.71,765.496,1628.25,5226.65,5307.67,891.302,11465.1
DNAJC1,ENSG00000136848,1336.96,1008.13,2133.16,1216.39,3993.14,1197.77,1634.38,1124.9,510.199,349.04,846.337,467.843,261.825,2349.15,1399.39,761.499,792.33
CNST,ENSG00000075391,491.511,128.228,250.004,262.636,286.169,573.604,158.391,564.672,443.437,851.969,465.127,587.137,868.37,657.678,1020.55,283.982,375.951
CLPP,ENSG00000123545,1482.78,1015.92,1558.41,2147.11,3162.88,2369.28,1659.93,3003.02,1148.2,1457.3,976.435,1233.29,850.205,1422.86,2669.01,2091.47,2236.42
HP1BP3,ENSG00000113522,6098.77,6993.6,7899.01,5060.56,9120.68,3646.04,6743.86,3102.65,3229.86,2355.39,1563.31,3847.84,2885.23,3379.25,3103.22,9926.9,1438.03
AJUBA,ENSG00000186866,798.444,275.5,492.872,490.65,687.24,181.987,545.585,2649.68,820.237,230.539,811.843,333.264,436.473,844.303,1355.8,319.289,6148.79
TP53,ENSG00000117724,345.476,2067.74,1853.88,1008.55,1415.3,2155.04,474.855,528.282,145.422,5632.33,75.5808,288.626,640.644,864.384,688.314,11318.9,1612.8
SIRT6,ENSG00000054654,341.707,268.697,960.45,162.812,424.138,139.026,708.039,615.988,401.782,459.686,570.394,192.185,253.028,189.502,37.1436,66.8542,445.355
VASN,ENSG00000131018,260.686,128.883,585.19,512.326,1569.43,927.809,112.567,81.9165,862.079,586.301,38.3302,1041.03,322.154,874.98,74.4772,2443.98,357.409
MRPS35,ENSG00000062598,950.439,843.345,1252.55,1775.05,1867.32,1084.78,1431.29,998.244,984.32,1538.87,1398.58,2008.52,818.108,2412.11,1712.08,2868.56,1132.13
TMEM237,ENSG00000155849,554.93,550.005,1582.88,734.538,1226.88,760.627,597.414,135.079,504.024,536.601,328.618,568.076,1094.19,249.547,681.578,558.532,168.66
ERLEC1,ENSG00000167447,2548.56,1298.86,1467.81,1114.77,892.732,2192.53,1394.68,1170.52,2244.66,2309.98,1301.23,1437.93,3464.42,4632.37,2676.15,2044.02,874.583
PTK2,ENSG00000100209,2446.61,1929.43,9608.17,1436.67,5570.58,686.447,1850.14,4669.26,3489.65,1360.19,2387.2,254.744,3214.48,1601.99,3917.98,1970.83,4354.04
DAB2IP,ENSG00000138629,727.337,295.961,492.489,120.154,1268.97,411.399,413.107,484.413,725.248,718.489,117.056,104.646,122.709,289.88,905.152,2078.15,171.217
RASAL2,ENSG00000110107,704.731,825.517,751.511,422.066,1258.36,1238.1,1208.03,1525.01,1184.02,1083.94,997.448,411.619,1324.07,783.088,1101.9,728.731,3561.97
NDUFAF4,ENSG00000141425,1076.28,878.04,930.038,1002.38,1140.12,1594.19,1039.57,1219.7,723.224,1438.06,348.461,685.244,669.893,1614.88,2199.41,1127.68,768.47
RAD50,ENSG00000101413,14285.1,5240.2,16308,11279.9,10567.4,9000.88,4311.02,6068.13,5705.17,4542.66,8017.99,4817.63,5033.31,6470.98,9453.84,15638.7,4440.18
POFUT2,ENSG00000068400,954.881,313,1225.21,1444.85,1133.11,762.051,798.737,790.385,1635.64,944.676,571.317,183.925,1272.66,710.79,976.618,1541.59,416.391
CENPF,ENSG00000090989,4106.14,7201.53,5942.84,3295.77,8470.25,20687.5,4542.9,8078.85,2081.55,13240,4021.57,9078.79,4427.16,3040.17,7073.73,10763.8,5597.85
SYNE2,ENSG00000169857,9616.23,6334.4,9730.39,6839.72,37458.3,20302,26522.2,10934.8,24402.4,38668.3,10580.6,3936.89,28093.9,8479.4,6179.56,17695.3,3149.78
SYNE1,ENSG00000107897,1551.47,818.876,720.188,964.098,629.002,1930.82,660.47,1261.01,1709.46,1517,980.756,162.679,3940.08,2784.07,1115.56,888.762,185.784
ELMO2,ENSG00000131373,431.876,501.097,1662.82,96.2404,361.428,281.809,955.314,2292.58,741.829,203.647,682.844,180.149,828.163,728.572,1749.77,586.23,651.734
ELMO1,ENSG00000131238,58.2059,843.039,186.596,25.0159,117.47,178.613,203.678,407.527,301.776,164.702,131.195,405.821,563.916,217.758,63.8015,27.3076,393.91
SMG8,ENSG00000187079,1038.61,709.677,1170.68,282.919,1077.11,540.908,510.953,2285.35,1362.12,1152.48,793.63,96.5284,991.115,948.128,1901.6,419.277,798.197
HSCB,ENSG00000007866,220.258,120.007,421.1,596.84,721.91,600.555,275.667,830.28,686.425,2259.68,431.35,431.429,566.007,667.387,1314.14,732.788,786.53
UBL7,ENSG00000165219,505.398,412.094,414.649,312.229,1941.34,331.19,149.606,1642.92,593.41,966.269,198.883,260.894,402.585,383.931,1757.23,912.216,1479.62
PRPF19,ENSG00000011295,5532.32,3976.21,4394.14,3711.18,3514.89,7818.97,3352.33,4011.93,3636.23,6409.58,1618.02,3110.79,3481.96,3546.93,2423.4,2673.31,2637.51
RPRD1A,ENSG00000177628,727.103,156.01,932.108,757.444,851.877,1855.66,1013.98,854.235,880.675,1235.12,606.478,726.978,877.757,1123.97,1697.58,370.311,1761.82
RPRD1B,ENSG00000164219,1253.44,861.812,1358.35,1064.18,700.968,768.158,1015.39,1013.81,869.73,1873.82,543.899,933.668,2919.73,762.908,1289.31,1678.94,2266.57
GRIPAP1,ENSG00000149262,3609.11,2078.41,3208.5,1298.12,1655.57,479.73,1172.1,3690.01,2302.38,1581.44,1360.75,801,4840.8,3274.91,4189.62,831.368,3421.45
EXOC1,ENSG00000113272,4277.28,1346.08,4096.57,1294.14,1646.17,853.853,1727.59,2007.1,3222.91,1263.3,1339.21,622.081,3365.1,1888.89,1464.47,676.927,1061.28
